,기준_날짜,집계_기준,기준_시간대,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리,시작_동,시작_시간대,종료_시간대,요일,종료_동
23958,2024-04-19,도착시간,640,ST-1916,방배본동_030_1,ST-757,방배4동_026_2,1,2,0,방배본동,6,7,금,방배4동
24179,2024-04-19,도착시간,640,ST-935,방배4동_002_1,ST-757,방배4동_026_2,1,6,1197,방배4동,6,7,금,방배4동
24567,2024-04-19,출발시간,645,ST-753,방배2동_039_1,ST-2359,사당3동_005_1,1,11,1430,방배2동,6,7,금,사당3동
24586,2024-04-19,출발시간,645,ST-935,방배4동_002_1,ST-68,여의동_058_1,1,29,6470,방배4동,6,7,금,여의동
24643,2024-04-19,도착시간,645,ST-1315,방배2동_046_1,ST-1310,방배2동_045_1,1,1,470,방배2동,6,7,금,방배2동
24955,2024-04-19,도착시간,645,ST-754,방배2동_048_1,ST-712,남현동_025_1,1,3,518,방배2동,6,7,금,남현동
24956,2024-04-19,도착시간,645,ST-758,방배4동_004_1,ST-2363,사당1동_034_1,1,5,1015,방배4동,6,7,금,사당1동
25377,2024-04-19,출발시간,650,ST-753,방배2동_039_1,ST-618,방배2동_005_2,1,113,3119,방배2동,6,7,금,방배2동
25378,2024-04-19,출발시간,650,ST-758,방배4동_004_1,ST-729,사당1동_009_1,1,4,1086,방배4동,6,7,금,사당1동
25439,2024-04-19,도착시간,650,ST-1310,방배2동_045_1,ST-753,방배2동_039_1,1,8,1160,방배2동,6,7,금,방배2동
25739,2024-04-19,도착시간,650,ST-935,방배4동_002_1,ST-752,방배1동_007_1,1,9,1680,방배4동,6,7,금,방배1동
26100,2024-04-19,출발시간,655,ST-3086,방배본동_015_1,ST-1655,반포2동_043_1,1,5,630,방배본동,6,6,금,반포2동
26192,2024-04-19,출발시간,655,ST-758,방배4동_004_1,ST-3009,서초3동_010_2,1,13,2020,방배4동,6,6,금,서초3동
26589,2024-04-19,도착시간,655,ST-753,방배2동_039_1,ST-2359,사당3동_005_1,1,11,1430,방배2동,6,6,금,사당3동
26590,2024-04-19,도착시간,655,ST-758,방배4동_004_1,ST-729,사당1동_009_1,1,4,1086,방배4동,6,6,금,사당1동
26751,2024-04-19,출발시간,700,ST-1916,방배본동_030_1,ST-1914,방배4동_026_1,1,16,550,방배본동,7,8,금,방배4동
26752,2024-04-19,출발시간,700,ST-1916,방배본동_030_1,ST-935,방배4동_002_1,1,4,920,방배본동,7,8,금,방배4동
27053,2024-04-19,출발시간,700,ST-758,방배4동_004_1,ST-55,여의동_005_10,1,51,7820,방배4동,7,8,금,여의동
27073,2024-04-19,출발시간,700,ST-949,방배본동_011_1,ST-753,방배2동_039_1,1,11,1720,방배본동,7,8,금,방배2동
27547,2024-04-19,출발시간,705,ST-1557,방배3동_008_1,ST-758,방배4동_004_1,1,6,1192,방배3동,7,8,금,방배4동
27974,2024-04-19,출발시간,705,ST-758,방배4동_004_1,ST-1260,행운동_053_1,2,78,5652,방배4동,7,8,금,행운동
28005,2024-04-19,출발시간,705,ST-949,방배본동_011_1,ST-2363,사당1동_034_1,1,8,1408,방배본동,7,8,금,사당1동
28006,2024-04-19,출발시간,705,ST-949,방배본동_011_1,ST-935,방배4동_002_1,1,3,580,방배본동,7,8,금,방배4동
28007,2024-04-19,출발시간,705,ST-949,방배본동_011_1,ST-949,방배본동_011_1,1,20,1382,방배본동,7,8,금,방배본동
28141,2024-04-19,도착시간,705,ST-1916,방배본동_030_1,ST-935,방배4동_002_1,1,4,920,방배본동,7,8,금,방배4동
28312,2024-04-19,도착시간,705,ST-3086,방배본동_015_1,ST-1655,반포2동_043_1,1,5,630,방배본동,7,8,금,반포2동
28582,2024-04-19,출발시간,710,ST-1914,방배4동_026_1,ST-1577,역삼1동_046_1,1,28,3827,방배4동,7,8,금,역삼1동
28583,2024-04-19,출발시간,710,ST-1914,방배4동_026_1,ST-928,반포2동_043_3,1,8,1331,방배4동,7,8,금,반포2동
28839,2024-04-19,출발시간,710,ST-3086,방배본동_015_1,ST-2494,염창동_002_1,1,48,12200,방배본동,7,8,금,염창동
28946,2024-04-19,출발시간,710,ST-753,방배2동_039_1,ST-2363,사당1동_034_1,1,76,1354,방배2동,7,8,금,사당1동
28947,2024-04-19,출발시간,710,ST-758,방배4동_004_1,ST-949,방배본동_011_1,1,5,890,방배4동,7,8,금,방배본동
28966,2024-04-19,출발시간,710,ST-935,방배4동_002_1,ST-949,방배본동_011_1,1,5,642,방배4동,7,8,금,방배본동
29049,2024-04-19,도착시간,710,ST-1557,방배3동_008_1,ST-758,방배4동_004_1,1,6,1192,방배3동,7,8,금,방배4동
29370,2024-04-19,도착시간,710,ST-758,방배4동_004_1,ST-3009,서초3동_010_2,1,13,2020,방배4동,7,8,금,서초3동
29388,2024-04-19,도착시간,710,ST-949,방배본동_011_1,ST-2363,사당1동_034_1,1,8,1408,방배본동,7,8,금,사당1동
29389,2024-04-19,도착시간,710,ST-949,방배본동_011_1,ST-753,방배2동_039_1,1,11,1720,방배본동,7,8,금,방배2동
29390,2024-04-19,도착시간,710,ST-949,방배본동_011_1,ST-935,방배4동_002_1,1,3,580,방배본동,7,8,금,방배4동
29438,2024-04-19,출발시간,715,ST-1163,방배4동_043_1,ST-761,서초2동_004_1,1,20,2740,방배4동,7,8,금,서초2동
30043,2024-04-19,출발시간,715,ST-758,방배4동_004_1,ST-1655,반포2동_043_1,1,11,1357,방배4동,7,8,금,반포2동
30044,2024-04-19,출발시간,715,ST-758,방배4동_004_1,ST-935,방배4동_002_1,1,2,429,방배4동,7,8,금,방배4동
30045,2024-04-19,출발시간,715,ST-759,방배4동_022_1,ST-760,방배4동_011_1,1,1,0,방배4동,7,8,금,방배4동
30046,2024-04-19,출발시간,715,ST-760,방배4동_011_1,X,,1,18,977,방배4동,7,8,금,
30069,2024-04-19,출발시간,715,ST-935,방배4동_002_1,ST-949,방배본동_011_1,1,4,580,방배4동,7,8,금,방배본동
30070,2024-04-19,출발시간,715,ST-949,방배본동_011_1,ST-1924,반포4동_038_1,1,8,1470,방배본동,7,8,금,반포4동
30071,2024-04-19,출발시간,715,ST-949,방배본동_011_1,ST-760,방배4동_011_1,1,8,991,방배본동,7,8,금,방배4동
30233,2024-04-19,도착시간,715,ST-1914,방배4동_026_1,ST-928,반포2동_043_3,1,8,1331,방배4동,7,8,금,반포2동
30540,2024-04-19,도착시간,715,ST-758,방배4동_004_1,ST-949,방배본동_011_1,1,5,890,방배4동,7,8,금,방배본동
30541,2024-04-19,도착시간,715,ST-759,방배4동_022_1,ST-760,방배4동_011_1,1,1,0,방배4동,7,8,금,방배4동
30558,2024-04-19,도착시간,715,ST-935,방배4동_002_1,ST-68,여의동_058_1,1,29,6470,방배4동,7,8,금,여의동
30559,2024-04-19,도착시간,715,ST-935,방배4동_002_1,ST-949,방배본동_011_1,1,5,642,방배4동,7,8,금,방배본동
31446,2024-04-19,도착시간,720,ST-1916,방배본동_030_1,ST-1914,방배4동_026_1,1,16,550,방배본동,7,8,금,방배4동
31813,2024-04-19,도착시간,720,ST-755,방배3동_012_1,ST-753,방배2동_039_1,1,107,2434,방배3동,7,8,금,방배2동
31814,2024-04-19,도착시간,720,ST-758,방배4동_004_1,ST-935,방배4동_002_1,1,2,429,방배4동,7,8,금,방배4동
31840,2024-04-19,도착시간,720,ST-935,방배4동_002_1,ST-949,방배본동_011_1,1,4,580,방배4동,7,8,금,방배본동
32102,2024-04-19,출발시간,725,ST-1916,방배본동_030_1,ST-935,방배4동_002_1,1,5,872,방배본동,7,8,금,방배4동
32479,2024-04-19,출발시간,725,ST-3086,방배본동_015_1,ST-64,여의동_004_2,1,20,5719,방배본동,7,8,금,여의동
32681,2024-04-19,출발시간,725,ST-949,방배본동_011_1,ST-1307,방배3동_009_1,1,17,2421,방배본동,7,8,금,방배3동
33269,2024-04-19,도착시간,725,ST-758,방배4동_004_1,ST-1655,반포2동_043_1,1,11,1357,방배4동,7,8,금,반포2동
33290,2024-04-19,도착시간,725,ST-949,방배본동_011_1,ST-1924,반포4동_038_1,1,8,1470,방배본동,7,8,금,반포4동
33291,2024-04-19,도착시간,725,ST-949,방배본동_011_1,ST-760,방배4동_011_1,1,8,991,방배본동,7,8,금,방배4동
33292,2024-04-19,도착시간,725,ST-949,방배본동_011_1,ST-949,방배본동_011_1,1,20,1382,방배본동,7,8,금,방배본동
33774,2024-04-19,출발시간,730,ST-2669,방배3동_006_1,ST-2659,반포1동_008_1,1,40,7609,방배3동,7,8,금,반포1동
34149,2024-04-19,출발시간,730,ST-758,방배4동_004_1,ST-694,사당2동_026_1,1,8,930,방배4동,7,8,금,사당2동
34195,2024-04-19,출발시간,730,ST-935,방배4동_002_1,X,,1,50,8813,방배4동,7,8,금,
34199,2024-04-19,출발시간,730,ST-949,방배본동_011_1,ST-935,방배4동_002_1,1,4,700,방배본동,7,8,금,방배4동
34398,2024-04-19,도착시간,730,ST-1916,방배본동_030_1,ST-935,방배4동_002_1,1,5,872,방배본동,7,8,금,방배4동
35017,2024-04-19,출발시간,735,ST-1315,방배2동_046_1,ST-1918,서초3동_047_2,1,21,4550,방배2동,7,8,금,서초3동
35173,2024-04-19,출발시간,735,ST-1739,방배2동_005_1,ST-3086,방배본동_015_1,1,9,1663,방배2동,7,8,금,방배본동
35236,2024-04-19,출발시간,735,ST-1916,방배본동_030_1,ST-1916,방배본동_030_1,1,2,0,방배본동,7,8,금,방배본동
35237,2024-04-19,출발시간,735,ST-1916,방배본동_030_1,ST-2814,여의동_055_1,1,26,5647,방배본동,7,8,금,여의동
35238,2024-04-19,출발시간,735,ST-1916,방배본동_030_1,ST-935,방배4동_002_1,1,6,980,방배본동,7,8,금,방배4동
35692,2024-04-19,출발시간,735,ST-3086,방배본동_015_1,ST-2934,반포본동_020_1,1,4,755,방배본동,7,8,금,반포본동
35925,2024-04-19,출발시간,735,ST-753,방배2동_039_1,ST-693,흑석동_059_2,1,26,5218,방배2동,7,8,금,흑석동
35926,2024-04-19,출발시간,735,ST-753,방배2동_039_1,ST-753,방배2동_039_1,1,0,0,방배2동,7,8,금,방배2동
35927,2024-04-19,출발시간,735,ST-757,방배4동_026_2,ST-2669,방배3동_006_1,1,6,986,방배4동,7,8,금,방배3동
35982,2024-04-19,출발시간,735,ST-949,방배본동_011_1,ST-935,방배4동_002_1,2,9,1214,방배본동,7,8,금,방배4동
36038,2024-04-19,도착시간,735,ST-1163,방배4동_043_1,ST-761,서초2동_004_1,1,20,2740,방배4동,7,8,금,서초2동
36723,2024-04-19,도착시간,735,ST-753,방배2동_039_1,ST-753,방배2동_039_1,1,0,0,방배2동,7,8,금,방배2동
36724,2024-04-19,도착시간,735,ST-758,방배4동_004_1,ST-694,사당2동_026_1,1,8,930,방배4동,7,8,금,사당2동
36725,2024-04-19,도착시간,735,ST-760,방배4동_011_1,X,,1,18,977,방배4동,7,8,금,
36765,2024-04-19,도착시간,735,ST-949,방배본동_011_1,ST-935,방배4동_002_1,1,4,700,방배본동,7,8,금,방배4동
37136,2024-04-19,출발시간,740,ST-1916,방배본동_030_1,ST-877,노량진1동_001_5,1,21,4738,방배본동,7,8,금,노량진1동
37901,2024-04-19,출발시간,740,ST-752,방배1동_007_1,ST-935,방배4동_002_1,1,10,1690,방배1동,7,8,금,방배4동
37902,2024-04-19,출발시간,740,ST-757,방배4동_026_2,ST-1158,서초3동_010_1,1,11,1589,방배4동,7,8,금,서초3동
37957,2024-04-19,출발시간,740,ST-935,방배4동_002_1,ST-1916,방배본동_030_1,1,6,826,방배4동,7,8,금,방배본동
37960,2024-04-19,출발시간,740,ST-949,방배본동_011_1,ST-2934,반포본동_020_1,1,5,1104,방배본동,7,8,금,반포본동
38261,2024-04-19,도착시간,740,ST-1914,방배4동_026_1,ST-1577,역삼1동_046_1,1,28,3827,방배4동,7,8,금,역삼1동
38262,2024-04-19,도착시간,740,ST-1916,방배본동_030_1,ST-1916,방배본동_030_1,1,2,0,방배본동,7,8,금,방배본동
38263,2024-04-19,도착시간,740,ST-1916,방배본동_030_1,ST-935,방배4동_002_1,1,6,980,방배본동,7,8,금,방배4동
38699,2024-04-19,도착시간,740,ST-3086,방배본동_015_1,ST-2934,반포본동_020_1,1,4,755,방배본동,7,8,금,반포본동
38905,2024-04-19,도착시간,740,ST-757,방배4동_026_2,ST-2669,방배3동_006_1,1,6,986,방배4동,7,8,금,방배3동
38947,2024-04-19,도착시간,740,ST-949,방배본동_011_1,ST-935,방배4동_002_1,1,4,580,방배본동,7,8,금,방배4동
39258,2024-04-19,출발시간,745,ST-1739,방배2동_005_1,ST-729,사당1동_009_1,1,3,407,방배2동,7,8,금,사당1동
40086,2024-04-19,출발시간,745,ST-759,방배4동_022_1,ST-1916,방배본동_030_1,1,4,860,방배4동,7,8,금,방배본동
40158,2024-04-19,출발시간,745,ST-935,방배4동_002_1,ST-758,방배4동_004_1,1,2,0,방배4동,7,8,금,방배4동
40480,2024-04-19,도착시간,745,ST-1739,방배2동_005_1,ST-3086,방배본동_015_1,1,9,1663,방배2동,7,8,금,방배본동
40989,2024-04-19,도착시간,745,ST-3086,방배본동_015_1,ST-64,여의동_004_2,1,20,5719,방배본동,7,8,금,여의동
41251,2024-04-19,도착시간,745,ST-758,방배4동_004_1,ST-1260,행운동_053_1,2,78,5652,방배4동,7,8,금,행운동
41305,2024-04-19,도착시간,745,ST-949,방배본동_011_1,ST-1307,방배3동_009_1,1,17,2421,방배본동,7,8,금,방배3동
41306,2024-04-19,도착시간,745,ST-949,방배본동_011_1,ST-2934,반포본동_020_1,1,5,1104,방배본동,7,8,금,반포본동
41307,2024-04-19,도착시간,745,ST-949,방배본동_011_1,ST-935,방배4동_002_1,1,5,634,방배본동,7,8,금,방배4동
41384,2024-04-19,출발시간,750,ST-1163,방배4동_043_1,ST-1306,서초3동_011_1,1,20,2018,방배4동,7,8,금,서초3동
41445,2024-04-19,출발시간,750,ST-1310,방배2동_045_1,ST-712,남현동_025_1,1,7,1110,방배2동,7,8,금,남현동
41688,2024-04-19,출발시간,750,ST-1914,방배4동_026_1,ST-424,여의동_005_8,1,39,8020,방배4동,7,8,금,여의동
41689,2024-04-19,출발시간,750,ST-1915,방배본동_026_1,ST-746,반포1동_045_2,1,23,3010,방배본동,7,8,금,반포1동
41690,2024-04-19,출발시간,750,ST-1916,방배본동_030_1,ST-2814,여의동_055_1,1,24,5620,방배본동,7,8,금,여의동
41691,2024-04-19,출발시간,750,ST-1916,방배본동_030_1,ST-935,방배4동_002_1,1,6,899,방배본동,7,8,금,방배4동
41940,2024-04-19,출발시간,750,ST-2669,방배3동_006_1,ST-757,방배4동_026_2,1,6,1044,방배3동,7,8,금,방배4동
42144,2024-04-19,출발시간,750,ST-3086,방배본동_015_1,ST-3086,방배본동_015_1,1,1,0,방배본동,7,8,금,방배본동
42145,2024-04-19,출발시간,750,ST-3086,방배본동_015_1,ST-758,방배4동_004_1,1,16,1077,방배본동,7,8,금,방배4동
42384,2024-04-19,출발시간,750,ST-753,방배2동_039_1,ST-1914,방배4동_026_1,1,14,2186,방배2동,7,8,금,방배4동
42385,2024-04-19,출발시간,750,ST-760,방배4동_011_1,ST-755,방배3동_012_1,1,12,1744,방배4동,7,8,금,방배3동
42435,2024-04-19,출발시간,750,ST-935,방배4동_002_1,ST-1914,방배4동_026_1,1,10,833,방배4동,7,8,금,방배4동
42790,2024-04-19,도착시간,750,ST-1739,방배2동_005_1,ST-729,사당1동_009_1,1,3,407,방배2동,7,8,금,사당1동
43362,2024-04-19,도착시간,750,ST-3086,방배본동_015_1,ST-3086,방배본동_015_1,1,1,0,방배본동,7,8,금,방배본동
43648,2024-04-19,도착시간,750,ST-752,방배1동_007_1,ST-935,방배4동_002_1,1,10,1690,방배1동,7,8,금,방배4동
43649,2024-04-19,도착시간,750,ST-758,방배4동_004_1,ST-55,여의동_005_10,1,51,7820,방배4동,7,8,금,여의동
43650,2024-04-19,도착시간,750,ST-759,방배4동_022_1,ST-1916,방배본동_030_1,1,4,860,방배4동,7,8,금,방배본동
43719,2024-04-19,도착시간,750,ST-935,방배4동_002_1,ST-1916,방배본동_030_1,1,6,826,방배4동,7,8,금,방배본동
43720,2024-04-19,도착시간,750,ST-935,방배4동_002_1,ST-758,방배4동_004_1,1,2,0,방배4동,7,8,금,방배4동
44482,2024-04-19,출발시간,755,ST-3086,방배본동_015_1,ST-1797,잠실2동_024_1,1,82,12474,방배본동,7,7,금,잠실2동
44483,2024-04-19,출발시간,755,ST-3086,방배본동_015_1,ST-928,반포2동_043_3,2,25,2390,방배본동,7,7,금,반포2동
44772,2024-04-19,출발시간,755,ST-935,방배4동_002_1,ST-1655,반포2동_043_1,1,10,1721,방배4동,7,7,금,반포2동
44773,2024-04-19,출발시간,755,ST-935,방배4동_002_1,ST-1916,방배본동_030_1,1,7,919,방배4동,7,7,금,방배본동
44904,2024-04-19,도착시간,755,ST-1310,방배2동_045_1,ST-712,남현동_025_1,1,7,1110,방배2동,7,7,금,남현동
44905,2024-04-19,도착시간,755,ST-1315,방배2동_046_1,ST-1918,서초3동_047_2,1,21,4550,방배2동,7,7,금,서초3동
45126,2024-04-19,도착시간,755,ST-1916,방배본동_030_1,ST-935,방배4동_002_1,1,6,899,방배본동,7,7,금,방배4동
45384,2024-04-19,도착시간,755,ST-2669,방배3동_006_1,ST-757,방배4동_026_2,1,6,1044,방배3동,7,7,금,방배4동
45602,2024-04-19,도착시간,755,ST-3086,방배본동_015_1,ST-2494,염창동_002_1,1,48,12200,방배본동,7,7,금,염창동
45835,2024-04-19,도착시간,755,ST-757,방배4동_026_2,ST-1158,서초3동_010_1,1,11,1589,방배4동,7,7,금,서초3동
46025,2024-04-19,출발시간,800,ST-1315,방배2동_046_1,ST-1735,서초1동_030_1,1,30,5228,방배2동,8,9,금,서초1동
46940,2024-04-19,출발시간,800,ST-760,방배4동_011_1,ST-757,방배4동_026_2,1,6,1190,방배4동,8,9,금,방배4동
47005,2024-04-19,출발시간,800,ST-949,방배본동_011_1,ST-1655,반포2동_043_1,1,4,819,방배본동,8,9,금,반포2동
47326,2024-04-19,도착시간,800,ST-1916,방배본동_030_1,ST-2814,여의동_055_1,1,26,5647,방배본동,8,9,금,여의동
47327,2024-04-19,도착시간,800,ST-1916,방배본동_030_1,ST-877,노량진1동_001_5,1,21,4738,방배본동,8,9,금,노량진1동
47976,2024-04-19,도착시간,800,ST-753,방배2동_039_1,ST-693,흑석동_059_2,1,26,5218,방배2동,8,9,금,흑석동
47977,2024-04-19,도착시간,800,ST-760,방배4동_011_1,ST-755,방배3동_012_1,1,12,1744,방배4동,8,9,금,방배3동
48020,2024-04-19,도착시간,800,ST-935,방배4동_002_1,ST-1914,방배4동_026_1,1,10,833,방배4동,8,9,금,방배4동
48432,2024-04-19,출발시간,805,ST-1914,방배4동_026_1,ST-2814,여의동_055_1,1,32,6151,방배4동,8,9,금,여의동
48433,2024-04-19,출발시간,805,ST-1916,방배본동_030_1,ST-928,반포2동_043_3,1,12,1401,방배본동,8,9,금,반포2동
48742,2024-04-19,출발시간,805,ST-2669,방배3동_006_1,ST-1916,방배본동_030_1,1,6,1658,방배3동,8,9,금,방배본동
49208,2024-04-19,출발시간,805,ST-753,방배2동_039_1,ST-760,방배4동_011_1,1,7,887,방배2동,8,9,금,방배4동
49209,2024-04-19,출발시간,805,ST-758,방배4동_004_1,ST-729,사당1동_009_1,1,7,1072,방배4동,8,9,금,사당1동
49210,2024-04-19,출발시간,805,ST-760,방배4동_011_1,ST-1916,방배본동_030_1,1,10,1242,방배4동,8,9,금,방배본동
49258,2024-04-19,출발시간,805,ST-935,방배4동_002_1,ST-949,방배본동_011_1,1,4,590,방배4동,8,9,금,방배본동
49264,2024-04-19,출발시간,805,ST-949,방배본동_011_1,ST-1899,반포1동_045_1,1,21,3234,방배본동,8,9,금,반포1동
49265,2024-04-19,출발시간,805,ST-949,방배본동_011_1,ST-2948,남현동_002_1,1,19,2468,방배본동,8,9,금,남현동
49965,2024-04-19,도착시간,805,ST-3086,방배본동_015_1,ST-758,방배4동_004_1,1,16,1077,방배본동,8,9,금,방배4동
49966,2024-04-19,도착시간,805,ST-3086,방배본동_015_1,ST-928,반포2동_043_3,1,12,1170,방배본동,8,9,금,반포2동
50178,2024-04-19,도착시간,805,ST-753,방배2동_039_1,ST-1914,방배4동_026_1,1,14,2186,방배2동,8,9,금,방배4동
50179,2024-04-19,도착시간,805,ST-760,방배4동_011_1,ST-757,방배4동_026_2,1,6,1190,방배4동,8,9,금,방배4동
50229,2024-04-19,도착시간,805,ST-935,방배4동_002_1,ST-1655,반포2동_043_1,1,10,1721,방배4동,8,9,금,반포2동
50230,2024-04-19,도착시간,805,ST-935,방배4동_002_1,ST-1916,방배본동_030_1,1,7,919,방배4동,8,9,금,방배본동
50232,2024-04-19,도착시간,805,ST-949,방배본동_011_1,ST-1655,반포2동_043_1,1,4,819,방배본동,8,9,금,반포2동
50308,2024-04-19,출발시간,810,ST-1163,방배4동_043_1,ST-923,사당2동_052_1,1,11,1050,방배4동,8,9,금,사당2동
51433,2024-04-19,출발시간,810,ST-758,방배4동_004_1,ST-760,방배4동_011_1,1,2,0,방배4동,8,9,금,방배4동
51500,2024-04-19,출발시간,810,ST-935,방배4동_002_1,ST-2663,반포4동_008_1,1,19,3019,방배4동,8,9,금,반포4동
51501,2024-04-19,출발시간,810,ST-935,방배4동_002_1,ST-442,서빙고동_012_1,1,32,5331,방배4동,8,9,금,서빙고동
51580,2024-04-19,도착시간,810,ST-1163,방배4동_043_1,ST-1306,서초3동_011_1,1,20,2018,방배4동,8,9,금,서초3동
52090,2024-04-19,도착시간,810,ST-2669,방배3동_006_1,ST-1916,방배본동_030_1,1,6,1658,방배3동,8,9,금,방배본동
52091,2024-04-19,도착시간,810,ST-2669,방배3동_006_1,ST-2659,반포1동_008_1,1,40,7609,방배3동,8,9,금,반포1동
